shape_id,status,batch_size,seq_len,d_model,heads,layers,ffn_dim,causal,accuracy,max_abs,max_rel,failed,total,baseline_median_ms,baseline_p90_ms,baseline_throughput,optimized_median_ms,optimized_p90_ms,optimized_throughput,speedup,duration_s,returncode,error,command
6,PASS,10000,128,128,4,4,128,True,PASS,0.00160612,270449000.0,0,491520000,177.3999,177.4737,7215336.55,25.238,25.346,50717074.95,7.029,28.345,0,,/venv/main/bin/python /workspace/techjam-v19-tune.LzvYXE/main.py --device cuda:0 --dtype float32 --batch-size 10000 --seq-len 128 --d-model 128 --heads 4 --ffn-dim 128 --layers 4 --accuracy-trials 3 --warmup 10 --repeats 30 --benchmark-rounds 3 --seed 1234 --matmul-precision high --causal --compile-user --compile-mode max-autotune
