checkpoint_id,checkpoint_label,shape_id,status,batch_size,seq_len,d_model,heads,layers,ffn_dim,causal,accuracy,max_abs,max_rel,failed,total,baseline_median_ms,baseline_p90_ms,baseline_throughput,optimized_median_ms,optimized_p90_ms,optimized_throughput,speedup,duration_s,returncode,error,command
v8,V8 fused FFN/GELU,1,PASS,64,128,128,4,4,128,True,PASS,0.001598,13431.7,0,5242880,1.7192,1.7391,4765139.93,0.1384,0.1389,59177070.55,12.419,7.115,0,,/venv/main/bin/python /workspace/techjam-2026-track3/timeline_adapter.py --checkpoint v8 --device cuda:0 --dtype float32 --batch-size 64 --seq-len 128 --d-model 128 --heads 4 --ffn-dim 128 --layers 4 --accuracy-trials 5 --warmup 20 --repeats 100 --benchmark-rounds 3 --seed 1234 --matmul-precision high --causal --compile-user --compile-mode max-autotune
v8,V8 fused FFN/GELU,2,PASS,1,128,128,4,4,128,True,PASS,0.00109094,11.7672,0,81920,1.73,1.7454,73990.49,0.1087,0.1136,1177163.03,15.91,6.816,0,,/venv/main/bin/python /workspace/techjam-2026-track3/timeline_adapter.py --checkpoint v8 --device cuda:0 --dtype float32 --batch-size 1 --seq-len 128 --d-model 128 --heads 4 --ffn-dim 128 --layers 4 --accuracy-trials 5 --warmup 20 --repeats 100 --benchmark-rounds 3 --seed 1234 --matmul-precision high --causal --compile-user --compile-mode max-autotune
v8,V8 fused FFN/GELU,3,PASS,4,128,128,4,4,128,True,PASS,0.00114536,117.924,0,327680,1.7455,1.7672,293327.71,0.1088,0.1128,4707266.79,16.048,6.68,0,,/venv/main/bin/python /workspace/techjam-2026-track3/timeline_adapter.py --checkpoint v8 --device cuda:0 --dtype float32 --batch-size 4 --seq-len 128 --d-model 128 --heads 4 --ffn-dim 128 --layers 4 --accuracy-trials 5 --warmup 20 --repeats 100 --benchmark-rounds 3 --seed 1234 --matmul-precision high --causal --compile-user --compile-mode max-autotune
v8,V8 fused FFN/GELU,4,PASS,16,128,128,4,4,128,True,PASS,0.00133263,7340.75,0,1310720,1.7382,1.7719,1178235.8,0.1098,0.1139,18658891.91,15.836,7.279,0,,/venv/main/bin/python /workspace/techjam-2026-track3/timeline_adapter.py --checkpoint v8 --device cuda:0 --dtype float32 --batch-size 16 --seq-len 128 --d-model 128 --heads 4 --ffn-dim 128 --layers 4 --accuracy-trials 5 --warmup 20 --repeats 100 --benchmark-rounds 3 --seed 1234 --matmul-precision high --causal --compile-user --compile-mode max-autotune
v8,V8 fused FFN/GELU,5,PASS,128,128,128,4,4,128,True,PASS,0.00162899,6752.61,0,10485760,1.7701,1.7927,9256078.98,0.212,0.2127,77294684.28,8.351,6.111,0,,/venv/main/bin/python /workspace/techjam-2026-track3/timeline_adapter.py --checkpoint v8 --device cuda:0 --dtype float32 --batch-size 128 --seq-len 128 --d-model 128 --heads 4 --ffn-dim 128 --layers 4 --accuracy-trials 5 --warmup 20 --repeats 100 --benchmark-rounds 3 --seed 1234 --matmul-precision high --causal --compile-user --compile-mode max-autotune
v8,V8 fused FFN/GELU,6,PASS,10000,128,128,4,4,128,True,PASS,0.0018464,314337000.0,0,819200000,177.3482,177.4217,7217438.57,25.3375,25.4771,50517967.74,6.999,75.821,0,,/venv/main/bin/python /workspace/techjam-2026-track3/timeline_adapter.py --checkpoint v8 --device cuda:0 --dtype float32 --batch-size 10000 --seq-len 128 --d-model 128 --heads 4 --ffn-dim 128 --layers 4 --accuracy-trials 5 --warmup 20 --repeats 100 --benchmark-rounds 3 --seed 1234 --matmul-precision high --causal --compile-user --compile-mode max-autotune
v8,V8 fused FFN/GELU,7,PASS,64,128,32,4,4,32,True,PASS,0.00188214,113.773,0,1310720,1.7066,1.8792,4800210.11,0.1087,0.1128,75338433.71,15.695,6.404,0,,/venv/main/bin/python /workspace/techjam-2026-track3/timeline_adapter.py --checkpoint v8 --device cuda:0 --dtype float32 --batch-size 64 --seq-len 128 --d-model 32 --heads 4 --ffn-dim 32 --layers 4 --accuracy-trials 5 --warmup 20 --repeats 100 --benchmark-rounds 3 --seed 1234 --matmul-precision high --causal --compile-user --compile-mode max-autotune
v8,V8 fused FFN/GELU,8,PASS,64,128,1024,4,4,1024,True,PASS,0.00138444,3112.41,0,41943040,6.6392,6.6511,1233877.62,2.8268,2.8402,2898025.77,2.349,10.784,0,,/venv/main/bin/python /workspace/techjam-2026-track3/timeline_adapter.py --checkpoint v8 --device cuda:0 --dtype float32 --batch-size 64 --seq-len 128 --d-model 1024 --heads 4 --ffn-dim 1024 --layers 4 --accuracy-trials 5 --warmup 20 --repeats 100 --benchmark-rounds 3 --seed 1234 --matmul-precision high --causal --compile-user --compile-mode max-autotune
v8,V8 fused FFN/GELU,9,PASS,64,128,128,1,4,128,True,PASS,0.00144434,411.812,0,5242880,1.5467,1.5599,5296314.3,0.157,0.1574,52175685.41,9.851,8.763,0,,/venv/main/bin/python /workspace/techjam-2026-track3/timeline_adapter.py --checkpoint v8 --device cuda:0 --dtype float32 --batch-size 64 --seq-len 128 --d-model 128 --heads 1 --ffn-dim 128 --layers 4 --accuracy-trials 5 --warmup 20 --repeats 100 --benchmark-rounds 3 --seed 1234 --matmul-precision high --causal --compile-user --compile-mode max-autotune
v8,V8 fused FFN/GELU,10,PASS,64,128,128,2,4,128,True,PASS,0.00140238,1209.05,0,5242880,1.7424,1.7619,4701431.62,0.1405,0.1412,58314352.13,12.404,7.87,0,,/venv/main/bin/python /workspace/techjam-2026-track3/timeline_adapter.py --checkpoint v8 --device cuda:0 --dtype float32 --batch-size 64 --seq-len 128 --d-model 128 --heads 2 --ffn-dim 128 --layers 4 --accuracy-trials 5 --warmup 20 --repeats 100 --benchmark-rounds 3 --seed 1234 --matmul-precision high --causal --compile-user --compile-mode max-autotune
